identifier	pos	stem	morphology	number	case	psx	figurative	grabbing	temporal	existential	non-finite	comment	category_based_on_finnish	meaning_fin	motion_predicate_lemma	predicate	rel_nouns_noun_finnish	rel_nouns_noun?	form	sentence
0270	NOUN	улыс	улыс-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä (mitta)	Väylä	täytyy mitata tietä pitkin	мерайтны	колӧ мерайтны	NA	NA	улысӧдыс	Медым тӧдны 6 тӧлысь сулалӧм турун юрлысь сьӧктасӧ, колӧ мерайтны юрыслысь гӧгӧрсӧ УЛЫСӦДЫС, Ж да З визьяс кузя да медся кызінтіыс, гдеб визьяс кузя, дай торйӧн мерайтавны юрыслысь вылыссӧ.
0278	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	NA	täytyy auttaa tähän tapaan CHECK	NA	колӧ отсавны	NA	NA	туйӧд	Миянлы ставнымлы колӧ отсасьны сылы сы ТУЙӦД.
0282	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Kohdeväylä (vrt. illatiivi)	Väylä	jättävät keskeltä	NA	кольӧны	NA	NA	шӧрӧдыс	ШӦРӦДЫС кольӧны туй.
0283	NOUN	вылыс	вылыс-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	sitovat päältä	NA	кӧртавлысьӧны	NA	NA	вылысӧдыс	4) Стойкаяс кӧртавлысьӧны платформа вомӧнногыс кыклаті: стойка шӧрӧд да ВЫЛЫСӦДЫС.
0285	NOUN	мунанін	мунанін-ті-ыс	sg	tra	FALSE		NA	NA	NA	NA	NA	Tila	sitovat menopaikasta	NA	кӧртавсьӧны	NA	NA	мунанінтіыс	Сыысь кындзи, тайӧ потшъяс вылӧ вомӧнногыс пуктыссьӧ нӧшта кык рад потш да кузялаа потшъяскӧд вежӧн МУНАНІНТІЫС кӧртавсьӧны гезйӧн либӧ сутугаӧн.
0289	NOUN	места	места-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Tila	Tila	(hirsiä) vahvistetaan liittymiskohdista	NA	крепитавсьӧны	NA	NA	йитлан местаясӧд	ЙИТЛАН МЕСТАЯСӦД керъяс крепитавсьӧны кӧрт кольчаясӧн дай, сыысь кындзи, болт вылӧ босьтӧм накладкаясӧн.
0290	NOUN	кост	кост-ті	sg	tra	FALSE		NA	NA	NA	NA	NA	NA	(eläimet) poikivat väliin (?= saavat keskenmenon)	NA	кунясьӧны	NA	NA	костті	Кука пемӧсъяс картупельӧн вердӧм понда КОСТТІ куканясьӧны.
0291	NOUN	визь	визь-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä (2)	sammutettua linjaa pitkin	NA	кусӧдӧм	NA	NA	визьӧд	Коканъясӧн уджалысьяс кодйӧны мусӧ кусӧдӧм ВИЗЬӦД да тадзӧн кусӧдӧны му пытшса перегнойӧд мунысь бисӧ.
0292	NOUN	бекй	бекй-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Kohdeväylä	Väylä	kääntynyt pakaralleen	NA	кусыньтчыштӧма	NA	NA	бекйӧдыс	Висьӧны кӧ ревматизмӧн пидзӧс суставъяс — висьысь куйлӧ аслыссямӧн: куйлӧ мыш вылас, нюжӧдчӧма, неуна кусыньтчыштӧма БЕКЙӦДЫС да пидзӧсӧдыс кокъяссӧ, кок лапаясыс видзӧдӧны ортсылань да кусыньтчыштсьӧмаӧсь кок пыдӧсланьыс.
0293	NOUN	пидзӧс	пидзӧс-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	NA	Tila	taipuneet polvista	NA	кусыньтчыштӧма	NA	NA	пидзӧсӧдыс	Висьӧны кӧ ревматизмӧн пидзӧс суставъяс — висьысь куйлӧ аслыссямӧн: куйлӧ мыш вылас, нюжӧдчӧма, неуна кусыньтчыштӧма бекйӧдыс да ПИДЗӦСӦДЫС кокъяссӧ, кок лапаясыс видзӧдӧны ортсылань да кусыньтчыштсьӧмаӧсь кок пыдӧсланьыс.
0300	NOUN	места	места-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Aukko (distr.)	Aukko	(pyöreä varjo) alkoi tulla näkyviin avoimista kohdista	NA	кутіс тӧдчыны	NA	NA	воссьӧм местаӧдыс	Ӧдзӧскодьыс чеччыштіс увлань да ӧшйис, ВОССЬӦМ МЕСТАӦДЫС кутіс тӧдчыны гӧгрӧс вуджӧр, быттьӧкӧ зэв ыджыд паськыд труба пом.
0305	NOUN	горул	горул-ӧд	sg	prl	FALSE		NA	NA	NA	TRUE	NA	Tila	mäen alla pitämättömiä	NA	куттӧм	NA	NA	чой горулӧд	ЧОЙ ГОРУЛӦД додь куттӧм вӧвъясӧн уджалігӧн колӧ лӧсьӧдны додь кутӧдъяс (тормоз), яр вӧвъясӧн уджалігӧн, мый вермӧмысь омӧльджыка колӧ горзыны (плеть босьтны киӧ некодыр оз ков), ёна сьӧкыда кыскасьны татшӧм вӧлӧн сідзжӧ некодыр оз ков.
0307	NOUN	судта	судта-ті	sg	tra	FALSE		NA	NA	NA	NA	Väylä (mitta)	Väylä	"""paksuus on korkeuden kautta"""	NA	кызтаыс	NA	NA	судтаті	«Пӧжарӧн тшыкӧдтӧдз» вӧлӧм масса донъялігӧн став вӧрсӧ юкӧны строевӧй вӧчасян (поделочнӧй) да пес вӧр вылӧ, сідзжӧ понӧльяс вылӧ (хворост, кодъяслӧн кызтаыс морӧс СУДТАТІ 3 сантиметрсянь да улӧджык).
0336	NOUN	бок	бок-ӧд	sg	prl	FALSE		NA	NA	TRUE	NA	NA	Tila	tulee olemaan vieressä	NA	лоӧ	NA	NA	бокӧд	Пу гӧгӧр кырсь чуктӧмысь пуыс кулӧ, а ӧти БОКӦД чуктӧмысь лоӧ кос бока.
0338	NOUN	грезд	грезд-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	(tie) oli tehty kylää pitkin	NA	лӧсялӧма	NA	NA	грездӧд	Гашкӧ эськӧ вирнад найӧ дзикӧдз матайтчисны да, буретш сійӧ кадас доктор Сеттелы сійӧ ГРЕЗДӦД туй лӧсялӧма.
0349	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	ilman kautta lentämisreitti	NA	лэбалан туй	NA	NA	сынӧдті	Миянлы колӧ ӧні жӧ збыльысь чорыда босьтчыны сёрнитны Мӧскуасянь Дальнӧй Востокӧ, Сахалинӧ, Камчаткаӧ да мукӧдлаӧ СЫНӦДТІ лэбалан туйяс лӧсьӧдӧм йылысь.
0350	NOUN	сынӧд	сынӧд-ті	sg	tra	FALSE		NA	NA	NA	TRUE	Tila	Tila	ilman kautta lentämisreittejä	NA	лэбалан туйястӧ	NA	NA	сынӧдті	Сэсся ӧд сыысь кындзи СЫНӦДТІ лэбалан туйястӧ восьтӧмыд йитас ылын местаяссӧ центръяскӧд, во гӧгӧр чӧж позьны кутас йитӧдсӧ кутны, а сійӧ зэв коланатор экономика да политика боксянь.
0428	NOUN	дор	дор-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	NA	Väylä (2)	jotta (kanavat) olisivat reunojen myötäiset	NA	мед вӧліны	NA	NA	доръясӧдыс	Быд туйлы колӧ лоны, мед шӧрыс мылькъя, ДОРЪЯСӦДЫС мед вӧліны канаваяс, кытчӧ эськӧ визувтіс туй вывсьыс ваыс.
0433	NOUN	шӧртас	шӧртас-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Väylä (mitta)	Väylä	mittaat keskeltä	мерайтны	мерайтан	NA	NA	шӧртастіыс	Пудъя гираыс 8 пӧв ыджыдджык 5 пунтасьыс, дай и чугуныс 8 пӧв жӧ унджык вӧчигас сы вылӧ муніс, местасӧ сынӧдас (дерт, оз джодж вылас) 8 пӧв жӧ унджык босьтӧ, — а пасьтасӧ кӧ мерайтан ШӦРТАСТІЫС, сӧмын 2 пӧв либӧ 2 да джын пӧв ыджыдджык 5 пунта дорсьыс.
0542	NOUN	ин	ин-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Tila	(tuuli) kiskaisee paikoista joissa on kuorta (?)	NA	нетшыштас	NA	NA	интіыс	Вӧлӧм, арын за помас корлӧн артмӧ кырськодь; кырськодьыс зэв рӧшкыд, тӧв нетшыштас коръястӧ дай кырся ИНТІЫС нетшыштас корсӧ быдмӧг бердысь.
0556	NOUN	пидзӧс	пидзӧс-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Tila	Tila	taipua polvesta	NA	нюгыльтӧ	NA	NA	пидзӧсӧдыс	Сэки, кор зэв колана видлавны вӧвлысь бӧрладорсӧ, кабрӧдлыны либӧ кӧртавны да мукӧд, но вӧлыс оз сет сійӧс вӧчныс, чужъялӧ, сэк видлалысьыслӧн отсасьысьыс лэптӧ вӧлыслысь воддза коксӧ, нюгыльтӧ ПИДЗӦСӦДЫС дай оз лэдз сэтчӧдз, кытчӧдз оз помась видлалӧмыс.
0563	NOUN	места	места-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Tila	Tila	kipeistä paikoista (nahka) ei punoita	NA	оз гӧрдӧд	NA	NA	висян местаясӧд	ВИСЯН МЕСТАЯСӦД кучикыс оз гӧрдӧд, оз пыкты, абу пӧсь мукӧдлаті серти.
0571	NOUN	гырддза	гырддза-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Tila	Tila	(sairaat) eivät taivu kyynärpäästä	NA	оз нюклясьны	NA	NA	гырддзаӧд	Первойсӧ висьысьыд норасьлӧ, суставъяс пӧ висьӧны, оз бура нюклясьны (пидзӧсӧд, ГЫРДДЗАӦД).
0572	NOUN	пидзӧс	пидзӧс-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Tila	Tila	(sairaat) eivät taivu polvesta	NA	оз нюклясьны	NA	NA	пидзӧсӧд	Первойсӧ висьысьыд норасьлӧ, суставъяс пӧ висьӧны, оз бура нюклясьны (ПИДЗӦСӦД, гырддзаӧд).
0579	NOUN	места	места-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Tila	Tila	ettei (niistä) paikoista (kynsi) istuudu (osu?) hevosenkenkään	NA	оз пуксьы	NA	NA	местаӧдыс	Вӧлыслӧн кӧ гыжйыс потӧма кузяла ногыс, сэк сійӧ помыс вундыссьӧ гӧгыль джын модаӧн, медым сійӧ МЕСТАӦДЫС гыжйыс оз пуксьы подков вылас.
0581	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä	ei mahdu vanhaa tietä	NA	оз тӧр	NA	NA	туйӧд	Шонтӧм вӧсна миян деньганым паськалӧма, важ ТУЙӦД оз нин тӧр.
0585	NOUN	тшупӧд	тшупӧд-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä	tapaavat portaita (tasoja?) pitkin	NA	паныдалӧ	NA	NA	тшупӧдъясӧд	Татшӧм нога двуколкаа доддясянъясыс бурӧсь сійӧн, мый, первой-кӧ, ӧти чӧрсысла омӧльджыка паныдалӧ ТШУПӦДЪЯСӦД, мӧд-кӧ, джуджыд кӧльӧсаысла кокниджык кыскыны лёк туйясӧд, омӧльджыка вӧйӧны кӧльӧсаясыс няйтӧ да лыаӧ, коймӧд-кӧ, татшӧм телеганас кокниджык бергавны мӧд пӧлӧс телега дорысь, дай нёльӧд-кӧ, бурджыка вичмӧдӧ вӧвъяслысь вын.
0589	NOUN	йыв	йыв-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Väylä (mitta)	Väylä	leveys on päältä	NA	пасьта	NA	NA	йывтіыс	Му бердтіыс вышкалӧн площадь колӧ лоны 76,56 кв. метр пасьта, а ЙЫВТІЫС — 9,0 кв. метр пасьта.
0606	ADP	пытшк	пытшк-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Tila	Tila	voi taistella (?) maan lävitse (monella tavalla)	NA	позьӧ вермасьны	NA	NA	му пытшкӧд	Вермасьны МУ ПЫТШКӦД позьӧ уна ногӧн.
0609	NOUN	ин	ин-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	voi lannoittaa hiekan päältä	NA	позьӧ вынсьӧдны	NA	NA	лыаа инті	Калийнӧй солӧн позьӧ вынсьӧдны кӧть кутшӧм му: ЛЫАА ИНТІ, кӧть сёя инті.
0610	NOUN	ин	ин-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	voi lannoittaa savimaan päältä	NA	позьӧ вынсьӧдны	NA	NA	сёя инті	Калийнӧй солӧн позьӧ вынсьӧдны кӧть кутшӧм му: лыаа инті, кӧть СЁЯ ИНТІ.
0725	ADV	унала	унала-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кольта кӧртавлан кодь машиналӧн уджалӧ зэв уна часьтъяс, сы вӧсна УНАЛАТІ и мавтӧны сы вылӧ нарошнӧ вӧчӧм розьяс пыр.
0726	ADV	унала	унала-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кужтӧг вӧр кералӧмла уналаын Россияын вӧртӧмӧсь колины, УНАЛАТІ кырис, уналаті лыааліс.
0727	ADV	унала	унала-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кужтӧг вӧр кералӧмла уналаын Россияын вӧртӧмӧсь колины, уналаті кырис, УНАЛАТІ лыааліс.
0728	ADV	унала	унала-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кучиксӧ колӧ УНАЛАТІ пуртӧн вундавны розьӧдавны — медым кучикыс вылӧ некодлӧн вежыс оз пет да мед некод оз перйы кучикыс вӧсна бӧр гусьыс.
0660	NOUN	петан_туй	петан_туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Väylä	Tila	alkaa poltella ulosmenokohdasta	NA	пондас орйӧдлыны	NA	NA	петан туйӧд	Лун куим мысти мужчинакӧд олӧм бӧрын кудз ПЕТАН ТУЙӦД пондас орйӧдлыны, кудзасигӧн сотны, доймыны: пондас петны орӧсь ед ляк: яндзим пытшкӧс ӧдӧдӧ, пыктӧ.
0661	NOUN	доймӧмин	доймӧмин-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	alkaa mädäntyä vaurioitumiskohdasta	NA	пондас сісьмыны	NA	NA	доймӧминті	ДОЙМӦМИНТІ яблӧклӧн пондас сісьмыны, тшыкны.
0667	NOUN	видз	видз-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Tila	Tila	istuttaa (ohutta) niittyä pitkin	NA	пуктыссьӧ	NA	NA	видзӧд	Няйтӧссьӧмысь видзӧм могысь силос да сёй костас пуктыссьӧ кутшӧмкӧ вӧсньыдик ВИДЗӦД — лапыд рӧгӧза, вӧсньыдика идзас, пу кор, трунда да с. в.
0680	NOUN	труба	труба-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Väylä	Väylä	ponnistautuu (?) putkea pitkin	NA	пычиктыссьӧ	NA	NA	трубаӧд	5ʼ серпас вылын петкӧдлӧма, кыдзи кӧдзыд сынӧд локтӧ пачӧ, сэні шоналӧм бӧрын пычиктыссьӧ ТРУБАӦД вылӧ (видзӧд ньӧвъяссӧ серпас вывсьыс).
0683	NOUN	розь	розь-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Aukko (distr.)	Aukko	purkavat (erikseen tehtyjä päällys-)reikiä pitkin	NA	ректӧны	NA	NA	розьясӧд	Пӧртйӧ рот тэчӧны да ректӧны торъя вӧчӧм вевта РОЗЬЯСӦД.
0687	NOUN	места	места-ӧд-джык	sg	prl	FALSE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä	palaa (sellaisia) paikkoja pitkin	NA	сотчӧ	NA	NA	местаӧдджык	Тайӧ планшет вылас кӧ индӧма туйяс, юяс, тыяс, трӧпаяс посни вӧраинъяс да нюръяс, сэки лоӧ зэв гӧгӧрвоана, кутшӧм МЕСТАӦДДЖЫК сотчӧ, кутшӧм туйӧд либӧ трӧпаӧд да кытысьджык мӧдӧдны йӧзсӧ вӧрсӧ кусӧдӧм вылӧ.
0689	NOUN	выв	выв-ті-ыс	sg	tra	TRUE		NA	NA	NA	TRUE	Tila	Tila	päältä painaen	NA	сьӧктӧдӧмӧн	NA	NA	вывтіыс	Сэсся тыӧдӧны ваын лун 10–15, бура ВЫВТІЫС сьӧктӧдӧмӧн, мед эз лыб.
0690	NOUN	места	места-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Kohdeväylä	Väylä	työntää (sormen hevosen suuhun) hampaattomaan kohtaan	NA	сюйӧ	NA	NA	пиньтӧм местаӧдыс	Видлалысьыс кӧ сулалӧ вӧв шуйгалабокас, сэки сійӧ сюйӧ веськыд кисьыс кык чуньсӧ, водз да шӧр чуньяссӧ, ПИНЬТӦМ МЕСТАӦДЫС вӧвлы вомас да босьтӧ сылысь кывсӧ дай кыскӧ ортсыас, мый понда и вӧлыс восьтӧ вомсӧ.
0691	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä	tunkevat keskeltä	NA	сюйӧны	NA	NA	шӧрӧдыс	Сійӧс пуктӧны со кыдзи: гезсӧ сюйӧны ШӦРӦДЫС гӧгӧр вӧвлы вомас, а помъяссӧ нуӧны юр вылас пель сайтіыс да кӧртыштӧны сідз, медым пекляыс вӧлі шӧркодя зэлалӧма.
0693	NOUN	пельбок	пельбок-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Tila (distr.)	Tila	(pääluu) on suljettu ohimolta	NA	топалӧма	NA	NA	пельбокъясӧдыс	Улыс черлыаныс налӧн тшӧканыс абу вӧлӧма, юр лыныс ПЕЛЬБОКЪЯСӦДЫС топалӧма.
0694	NOUN	пяталадор	пяталадор-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	painautuu kantapään (?) viereen	NA	топӧдсьӧ	NA	NA	пяталадортіыс	Дорӧдӧмыс лоӧ бура топӧдӧма сэки, кодыр подковыс топыда да бура инмӧ кок гыж дінас, мыльксьыс кындзи; ортсыладорыс подковыслӧн мед вӧлі гыж дорсьыс паськыдджык гыжйӧн визькнитӧмӧн; ПЯТАЛАДОРТІЫС подковыс топӧдсьӧ сідз, медым гыж бергӧдчан пельӧсыс воис подков полотна шӧрас; гыж бергӧдчан пельӧс бӧрвылас подковыс нюжӧдсьӧ 1/8–1/18 вершӧк мында.
0711	NOUN	визь	визь-яс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Väylä (distr.)	Väylä (2)	lohkeaa linjoja pitkin	NA	чуктӧ	NA	NA	визьясӧдыс	Кучикыс гыж дінсьыс чуктӧ еджыд ВИЗЬЯСӦДЫС, кыдз сійӧ небыдджык да омӧльджык.
0717	NOUN	ворга	ворга-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä (2)	(auringonkukkia) uomia pitkin pilkkoessa (?)	NA	шыригӧн	NA	NA	воргаӧдыс	Подсолнечник шыригӧн подсолнечниклысь шляпъяссӧ ВОРГАӦДЫС вочасӧн-вочасӧн заыскӧд сетавны да колӧ видзӧдны, мед некутшӧма найӧ ӧтилаӧ оз чукӧрмыны да эз табанитны пуртсӧ, пуртыслӧн горшыс мʼоз виньды.
0719	NOUN	шӧртас	шӧртас-ті-ыс	sg	tra	TRUE		NA	NA	TRUE	NA	NA	NA	aurinko on keskeltä Maata 109 kertaa suurempi	NA	ыджыд	NA	NA	шӧртастіыс	Шондіыд пӧперег ногыс ШӦРТАСТІЫС мусьыд 109-ысь ыджыд.
