identifier	pos	stem	morphology	number	case	psx	comment	figurative	grabbing	temporal	existential	non-finite	meaning_fin	predicate	rel_nouns_noun?	form	sentence
0681	NOUN	сӧн	сӧн-ъяс-ӧд	pl	prl	FALSE	Väylä (distr.)	NA	NA	NA	NA	NA	leviää suonia pitkin	разалӧ	NA	сӧнъясӧд	Сэсся вирыскӧд СӦНЪЯСӦД разалӧ туша кузя.
0682	NOUN	сӧн	сӧн-ъяс-ӧд	pl	prl	FALSE	Väylä (distr.)	NA	NA	NA	NA	NA	leviävät suonia pitkin	разалӧны	NA	сӧнъясӧд	Ми шуим нин водзын, сёянысь крахмал, белок да гос вир СӦНЪЯСӦД разалӧны туша кузя, вердӧны быд орган (машина йылысь кӧ эськӧ шуим: мавтӧны).
0683	NOUN	розь	розь-яс-ӧд	pl	prl	FALSE	Aukko (distr.)	NA	NA	NA	NA	NA	purkavat (erikseen tehtyjä päällys-)reikiä pitkin	ректӧны	NA	розьясӧд	Пӧртйӧ рот тэчӧны да ректӧны торъя вӧчӧм вевта РОЗЬЯСӦД.
0684	ADP	весьт	весьт-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	rei'ittyy valonsäteen yläpuolitse	розьӧдчысьӧ	би_югӧр	весьттіыс	Розьӧдчысьӧ би югӧр ВЕСЬТТІЫС.
0685	ADP	выв	выв-ті-ыс	sg	tra	TRUE	Tila	TRUE	NA	NA	NA	NA	annamme (lehmälle) pään päältä	сетам	юр	вывтіыс	Вердам кыдзсюрӧ, сетам мӧскыдлы юр ВЫВТІЫС.
0686	ADP	бок	бок-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	lapaluu leviää vasemmalta kylkiluiden poikki	содыштӧ	шуйгаладор	боктіыс	Лоптыс шуйгаладор БОКТІЫС ордлыяс улас содыштӧ, пыктыштӧ.
0687	NOUN	места	места-ӧд-джык	sg	prl	FALSE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	palaa (sellaisia) paikkoja pitkin	сотчӧ	NA	местаӧдджык	Тайӧ планшет вылас кӧ индӧма туйяс, юяс, тыяс, трӧпаяс посни вӧраинъяс да нюръяс, сэки лоӧ зэв гӧгӧрвоана, кутшӧм МЕСТАӦДДЖЫК сотчӧ, кутшӧм туйӧд либӧ трӧпаӧд да кытысьджык мӧдӧдны йӧзсӧ вӧрсӧ кусӧдӧм вылӧ.
0688	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	seisoo meren päällä	сулалӧ	море	вывті	Миян важ йӧз думайтлӧмаӧсь, быттьӧ пӧ Муыс сулалӧ море ВЫВТІ плавайтысь куим кит вылын.
0689	NOUN	выв	выв-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	TRUE	päältä painaen	сьӧктӧдӧмӧн	NA	вывтіыс	Сэсся тыӧдӧны ваын лун 10–15, бура ВЫВТІЫС сьӧктӧдӧмӧн, мед эз лыб.
0690	NOUN	места	места-ӧд-ыс	sg	prl	TRUE	Kohdeväylä	NA	NA	NA	NA	NA	työntää (sormen hevosen suuhun) hampaattomaan kohtaan	сюйӧ	NA	пиньтӧм местаӧдыс	Видлалысьыс кӧ сулалӧ вӧв шуйгалабокас, сэки сійӧ сюйӧ веськыд кисьыс кык чуньсӧ, водз да шӧр чуньяссӧ, ПИНЬТӦМ МЕСТАӦДЫС вӧвлы вомас да босьтӧ сылысь кывсӧ дай кыскӧ ортсыас, мый понда и вӧлыс восьтӧ вомсӧ.
0691	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	tunkevat keskeltä	сюйӧны	NA	шӧрӧдыс	Сійӧс пуктӧны со кыдзи: гезсӧ сюйӧны ШӦРӦДЫС гӧгӧр вӧвлы вомас, а помъяссӧ нуӧны юр вылас пель сайтіыс да кӧртыштӧны сідз, медым пекляыс вӧлі шӧркодя зэлалӧма.
0692	ADP	выв	выв-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	käärivät-sitovat pään päältä	тӧбасны-гартасны	юр	вывтіыс	Тайӧс вӧчны колӧ со кыдзи: туша пасьтатӧ колӧ зыравны кӧдзыд ваа кузьчышъянӧн (кичышкӧдӧн), купайтчыны кӧдзыд ваын, да ывла вывті ветлыны быдсяма поводдя дырйи, сиктъясад кагаӧс кӧ кӧсйӧны петкӧдны ывла вылӧ, тӧбасны-гартасны первой юр ВЫВТІЫС мед оз кынмы.
0693	NOUN	пельбок	пельбок-ъяс-ӧд-ыс	pl	prl	TRUE	Tila (distr.)	NA	NA	NA	NA	NA	(pääluu) on suljettu ohimolta	топалӧма	NA	пельбокъясӧдыс	Улыс черлыаныс налӧн тшӧканыс абу вӧлӧма, юр лыныс ПЕЛЬБОКЪЯСӦДЫС топалӧма.
0694	NOUN	пяталадор	пяталадор-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	painautuu kantapään (?) viereen	топӧдсьӧ	NA	пяталадортіыс	Дорӧдӧмыс лоӧ бура топӧдӧма сэки, кодыр подковыс топыда да бура инмӧ кок гыж дінас, мыльксьыс кындзи; ортсыладорыс подковыслӧн мед вӧлі гыж дорсьыс паськыдджык гыжйӧн визькнитӧмӧн; ПЯТАЛАДОРТІЫС подковыс топӧдсьӧ сідз, медым гыж бергӧдчан пельӧсыс воис подков полотна шӧрас; гыж бергӧдчан пельӧс бӧрвылас подковыс нюжӧдсьӧ 1/8–1/18 вершӧк мында.
0695	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE	NA	NA	TRUE	NA	NA	TRUE	keskeltä painaminen	топӧдыштӧм	NA	шӧрӧдыс	Маша аддзис сэтысь уна-уна быттьӧ посньыдик, вӧсньыдик, ШӦРӦДЫС топӧдыштӧм преникъяс. «Тайӧ и эм гӧрд торъясыд вирад», — шуис докторыс.
0696	ADP	кост	кост-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	mahtuu menemään rautanaulojen välistä	тӧрас мунны	кӧрттувъяс	костті	Миян деньганым ӧні зэв кокньыда тӧрас мунны кӧрттувъяс КОСТТІ.
0697	ADP	ув	ув-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	mahtuu menemään sillan alta	тӧрӧ	посъяс	увті	Платформа вылӧ турун лэптыссьӧ габарит серти (джуджыда-ӧ тӧрӧ кӧрт туй посъяс УВТІ, кыті лоӧ мунны платформалы) да овлӧ обычнӧя 2,5 м судта.
0698	ADP	кост	кост-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	mahtuu menemään rautanaulojen välistä	тӧрӧ мунны	кӧрттувъяс	костті	Босьтам ыргӧн деньга; деньга дорас бердӧд тувъялам кӧрт тувъяс пӧвйӧ — мед кӧрттувъяс КОСТТІ кокньыда тӧрӧ мунны миян деньганым.
0699	ADP	кост	кост-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	mahtuu menemään rautanaulojen välistä	тӧрӧ мунны	кӧрттувъяс	костті	Сэсся босьтам да мӧдлаӧ пӧвйӧ бара тувъялам кык кӧрттув, сӧмын мед ӧні деньга зэв сьӧкыда тӧрӧ мунны кӧрттувъяс КОСТТІ.
0700	NOUN	берд	берд-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	rahan luokse viereen kiinnitämme	тувъялам	деньга дорас бердӧд	бердӧд	Босьтам ыргӧн деньга; деньга дорас БЕРДӦД тувъялам кӧрт тувъяс пӧвйӧ — мед кӧрттувъяс костті кокньыда тӧрӧ мунны миян деньганым.
0701	NOUN	вылыс	вылыс-ӧд	sg	prl	FALSE	Tila	NA	NA	NA	NA	NA	tukkeutuvat pinon päältä	тупкыссьӧны	штабель	вылысӧд	Тадзӧн став вентиляционнӧй ходъясыс штабель ВЫЛЫСӦД тупкыссьӧны, шӧр ходъясыс кындзи, кодъяс петкӧдсьӧны карниз слӧй пыр да вевт пырыс ывлаӧдз (ортсӧдз).
0702	ADP	выв	выв-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	suljemme olkien päältä	тупъям	идзас	вывтіыс	Лоас бур, идзас ВЫВТІЫС кӧ ещӧ тупъям неыджыд куйӧд слӧйӧн, сэки силос кынмыны оз вермы.
0703	NOUN	енэж	енэж-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	sujahtavat taivaan poikki (tähdenlennot)	тювкнитӧны	NA	енэжті	Найӧ, ми висьталім, Му веркӧсӧдз оз воны, сӧмын тювкнитӧны ЕНЭЖТІ югыд визьӧн.
0704	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	suikahtelivat vettä pitkin	тювкъявны	ва	вывті	Ваысь кокньыда ӧзъян газ торъялӧ калийӧн, натрийӧн; натрий шыбитан ваӧ, натрий пондас зэв ӧдйӧ тювкъявны ва ВЫВТІ, ӧзъян газ пондас мездысьны ваысь, лэбны вывлань.
0705	NOUN	ва	ва-ӧд-ыс	sg	prl	TRUE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	sujahtelevat vettä pitkin	тювкъялӧны	NA	ваӧдыс	Зэв ӧдйӧ тювкъялӧны ВАӦДЫС, бӧжъяснас легӧдӧны.
0706	ADP	выв	выв-ті-ыс	sg	tra	TRUE	NA	TRUE	NA	NA	NA	NA	työskentelevät työn päältä (eli paljon)	уджалӧны	вын	вывтіыс	Уджалӧны сьӧкыда, вын ВЫВТІЫС.
0707	ADP	бок	бок-ӧд	sg	prl	FALSE	Väylä (2-ulott.)	NA	NA	NA	NA	NA	(valonsäde) putosi (lankesi?) pään vierestä	уси	юр	бокӧд	— Тэ копыртін юртӧ, — водзӧ висьталіс профессор, — да югӧрыс лампасяньыс тэнад юр БОКӦД уси сяр вылас.
0708	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	hyppivät huoneen (tai alueen tms.) yli	чеччышталӧны	вежӧсъяс	вывті	Тусьыс кисьтысьӧ вылыссяньыс тюрикӧ, сэсянь киссьӧ туй вылас, сэк викалӧн гӧгрӧс тусьясыс чеччышталӧны вежӧсъяс ВЫВТІ «змейка» дорас, сэсся петӧны уліас торйӧн.
0709	NOUN	бок	бок-ӧд	sg	prl	FALSE	Kohdeväylä	NA	NA	NA	NA	NA	hypähti viereen	чеччыштіс	NA	бокӧд	Кӧнкӧ друг дзуртыштіс, быттьӧкӧ сімӧм ӧдзӧс дзир шы кыткӧ тракмуні, сэсся ӧти БОКӦД куполыс чеччыштіс, ӧдзӧс моз воссис.
0710	ADP	берд	берд-ті-ыд	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	sujahtaa köyhän (ihmisen) ohi	чишнитыштас	гӧль	бердтіыд	Озыр мортыдлы попыд сувтас паныд кадитчигад да копрасьӧмӧн ӧвтыштас сылы кадилӧнас, гӧль БЕРДТІЫД сӧмын чишнитыштас, оз весиг видзӧдлы сы вылӧ.
0711	NOUN	визь	визь-яс-ӧд-ыс	pl	prl	TRUE	Väylä (distr.)	NA	NA	NA	NA	NA	lohkeaa linjoja pitkin	чуктӧ	NA	визьясӧдыс	Кучикыс гыж дінсьыс чуктӧ еджыд ВИЗЬЯСӦДЫС, кыдз сійӧ небыдджык да омӧльджык.
0712	ADP	выв	выв-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	lakaista lavan päältä	чышкыштӧ	платформа	вывтіыс	Аслас пиньяснас чышкыштӧ платформа ВЫВТІЫС да шыбитӧ вундӧм няньсӧ.
0713	NOUN	вундысьӧмин	вундысьӧмин-ъяс-ӧд	pl	prl	FALSE	Aukko (distr.)	NA	NA	NA	NA	NA	(sairaus) tulee haavakohdista (leikkaantumispaikka)	шедӧ	NA	вундысьӧминъясӧд	Лёквисьӧм миянлы шедӧ гыж туйясӧд, ВУНДЫСЬӦМИНЪЯСӦД, лудік-тӧрӧкан курччӧминъясӧд.
0714	NOUN	курччӧмин	курччӧмин-ъяс-ӧд	pl	prl	FALSE	Aukko (distr.)	NA	NA	NA	NA	NA	tulee puremista	шедӧ	NA	курччӧминъясӧд	Лёквисьӧм миянлы шедӧ гыж туйясӧд, вундысьӧминъясӧд, лудік-тӧрӧкан КУРЧЧӦМИНЪЯСӦД.
0715	ADP	туй	туй-яс-ӧд	pl	prl	FALSE	Aukko	NA	NA	NA	NA	NA	tulee naarmujen kautta	шедӧ	гыж	туйясӧд	Лёквисьӧм миянлы шедӧ гыж ТУЙЯСӦД, вундысьӧминъясӧд, лудік-тӧрӧкан курччӧминъясӧд.
0716	NOUN	кок_туй	кок_туй-яс-ӧд	pl	prl	FALSE	Väylä	NA	NA	NA	NA	NA	lipuvat jalanjälkiä pitkin	шуньгӧны	NA	кок_туйясӧд	Таысь кындзи, скӧтӧс видз вылад видзӧмыд абу бур со мый вӧсна: зэра дырйи вылысса му пластыс небыд, скӧтыд эськӧ сійӧс пыр нин лойӧ видзтӧ да, ещӧ нин кор мӧсъяс мунӧны юны, водзӧ шуньгӧны ли мӧда-мӧд бӧрсьыс сьӧрсьӧн-бӧрсьӧн ӧти КОК ТУЙЯСӦД моз; сэки шыльыд виддзыд ставыс лоӧ грун да гран.
0717	NOUN	ворга	ворга-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	(auringonkukkia) uomia pitkin pilkkoessa (?)	шыригӧн	NA	воргаӧдыс	Подсолнечник шыригӧн подсолнечниклысь шляпъяссӧ ВОРГАӦДЫС вочасӧн-вочасӧн заыскӧд сетавны да колӧ видзӧдны, мед некутшӧма найӧ ӧтилаӧ оз чукӧрмыны да эз табанитны пуртсӧ, пуртыслӧн горшыс мʼоз виньды.
0718	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	(putki) paksuntuu katon päältä	ыдждӧ	вевт	вывті	Чардакын трубаыс паськалыштӧ: 30 см да 30 см ыджда, чардакысь вылынджык, вевт ВЫВТІ труба ыдждӧ 40 см да 40 см вылӧ.
0719	NOUN	шӧртас	шӧртас-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	TRUE	NA	aurinko on keskeltä Maata 109 kertaa suurempi	ыджыд	NA	шӧртастіыс	Шондіыд пӧперег ногыс ШӦРТАСТІЫС мусьыд 109-ысь ыджыд.
0720	ADP	ув	ув-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	eivät voi yhdistyä maan alitse	эз вермыны ӧтлаасьны	му	увтіыс	Ставыс тайӧ сюйсьӧ сы вӧсна, медым кроликъяс мӧда-мӧдыскӧд эз вермыны ӧтлаасьны му УВТІЫС, а му увті кроликъяс мунӧны-писькӧдчӧны кодйысигтырйи 6–8 метр кузьта да метра судтаӧдз.
0721	NOUN	бок	бок-ъяс-ті-ыс	pl	tra	TRUE	Tila (distr.)	NA	NA	NA	NA	NA	ei karise reunoja pitkin	эз гылав	NA	бокъястіыс	Медым картупельыс эз гылав жӧлӧбсьыс либӧ пӧв вывсьыс БОКЪЯСТІЫС, бокса тасъяс бокас тувъялӧны пӧвъяс либӧ пуктӧны кер.
0722	NOUN	кызін	кызін-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	jakaakseen paksuimmasta kohdasta	юкны	NA	кызінтіыс	Турун юр кӧ юкны медся КЫЗІНТІЫС (йывсяньыс веськыда увлань), артмас кык конус: вылыс да улыс.
0723	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	jakautuu keskeltä	юксьӧ	NA	шӧрӧдыс	Налӧн пуртӧсыс ШӦРӦДЫС юксьӧ шӧри вӧсньыдик кучик кодьӧн.
0724	ADP	дор	дор-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	TRUE	NA	NA	NA	вылыс	дорӧдыс	Татшӧм канаваяс обычнӧя кодйыссьӧны 0,3 метр судта да уна вылӧ 0,75 метр пасьта (вылыс ДОРӦДЫС).
0725	ADV	унала	унала-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кольта кӧртавлан кодь машиналӧн уджалӧ зэв уна часьтъяс, сы вӧсна УНАЛАТІ и мавтӧны сы вылӧ нарошнӧ вӧчӧм розьяс пыр.
0726	ADV	унала	унала-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кужтӧг вӧр кералӧмла уналаын Россияын вӧртӧмӧсь колины, УНАЛАТІ кырис, уналаті лыааліс.
0727	ADV	унала	унала-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кужтӧг вӧр кералӧмла уналаын Россияын вӧртӧмӧсь колины, уналаті кырис, УНАЛАТІ лыааліс.
0728	ADV	унала	унала-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	уналаті	Кучиксӧ колӧ УНАЛАТІ пуртӧн вундавны розьӧдавны — медым кучикыс вылӧ некодлӧн вежыс оз пет да мед некод оз перйы кучикыс вӧсна бӧр гусьыс.
0729	ADP	кос	кос-ті	sg	tra	FALSE	Tila (?)	NA	NA	NA	NA	NA	"""silloin maahan tulee kaikenlaisia ruohoja"""	NA	сэк	кості	Сэк КОСТІ муыд тупкысьӧ быдсяма пӧлӧс ёг турунӧн.
0730	ADP	кос	кос-ті	sg	tra	FALSE	NA	NA	NA	TRUE	NA	NA	"""silloin kirjoitan mitä sattuu"""	NA	сэк	кості	Таысь кындзи эськӧ унатор на позьӧ тӧлысь йывсьыд висьтавны да, вай тэ видзӧдышт труба пыр тӧлысь вылад, ме сэк КОСТІ гижышта мыйсюрӧ.
0731	ADP	кост	кост-ъяс-ӧд-ыс	pl	prl	TRUE	NA	NA	NA	NA	TRUE	NA	luun sisusta on avoin, pehmeä	NA	лы	костъясӧдыс	Налӧн юр лыясыс дыр оз бурдны, лы КОСТЪЯСӦДЫС восьса, небыд (14-ӧд серп.).
0732	ADP	мыс	мыс-ти	sg	tra	FALSE	NA	NA	NA	TRUE	NA	NA	minuutin päästä	NA	минут	мысти	Ӧтик-кык минут МЫСТИ 1/10–1/40 пай капля сюйӧм бӧрын вир-яйӧ — жывӧтинаяслӧн лоӧма: лолалӧмныс лёкджык, ёна кыскӧ унмӧ, кокнысӧ да мукӧдлаті кыскалӧ, сы бӧрын лолалӧмныс дугдӧ помӧдз да кулӧны.
0733	NOUN	петанін	петанін-лань-ті	sg	tra	FALSE	NA	NA	NA	NA	TRUE	NA	auringon näkyviintulemispaikassa on itä	NA	NA	петанінланьті	Луннас видзӧдлас мортыд шонді вылӧ дай тӧдас: юрвылас кӧ сійӧ — сэк лун шӧр кадся шонділаньыд — лунвыв, лунвывлы паныд — войвыв, шонді ПЕТАНІНЛАНЬТІ — асыввыв, шонді пыранінланьті — рытыввыв.
